Timestamp,Agent,Action,Current Price
2024-11-30 23:16:56,Auctioneer,"The current bid is $42 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $42?",42
2024-11-30 23:16:57,Buyer_0,pass,42
2024-11-30 23:16:57,Buyer_1,pass,42
2024-11-30 23:16:57,Buyer_2,pass,42
2024-11-30 23:16:58,Buyer_3,pass,42
2024-11-30 23:16:58,Buyer_4,pass,42
2024-11-30 23:16:58,Buyer_5,pass,42
2024-11-30 23:17:00,Buyer_6,pass,42
2024-11-30 23:17:00,Buyer_7,pass,42
2024-11-30 23:17:01,Buyer_8,pass,42
2024-11-30 23:17:01,Buyer_9,pass,42
2024-11-30 23:17:01,Auctioneer,"The current bid is $41 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $41?",41
2024-11-30 23:17:01,Buyer_0,pass,41
2024-11-30 23:17:02,Buyer_1,pass,41
2024-11-30 23:17:03,Buyer_2,pass,41
2024-11-30 23:17:04,Buyer_3,pass,41
2024-11-30 23:17:04,Buyer_4,pass,41
2024-11-30 23:17:05,Buyer_5,pass,41
2024-11-30 23:17:05,Buyer_6,pass,41
2024-11-30 23:17:06,Buyer_7,pass,41
2024-11-30 23:17:06,Buyer_8,pass,41
2024-11-30 23:17:07,Buyer_9,pass,41
2024-11-30 23:17:07,Auctioneer,"The current bid is $40 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $40?",40
2024-11-30 23:17:07,Buyer_0,pass,40
2024-11-30 23:17:07,Buyer_1,pass,40
2024-11-30 23:17:07,Buyer_2,pass,40
2024-11-30 23:17:08,Buyer_3,pass,40
2024-11-30 23:17:08,Buyer_4,pass,40
2024-11-30 23:17:09,Buyer_5,pass,40
2024-11-30 23:17:09,Buyer_6,pass,40
2024-11-30 23:17:09,Buyer_7,pass,40
2024-11-30 23:17:10,Buyer_8,pass,40
2024-11-30 23:17:10,Buyer_9,pass,40
2024-11-30 23:17:10,Auctioneer,"The current bid is $39 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $39?",39
2024-11-30 23:17:12,Buyer_0,pass,39
2024-11-30 23:17:12,Buyer_1,pass,39
2024-11-30 23:17:12,Buyer_2,pass,39
2024-11-30 23:17:13,Buyer_3,pass,39
2024-11-30 23:17:14,Buyer_4,pass,39
2024-11-30 23:17:14,Buyer_5,pass,39
2024-11-30 23:17:15,Buyer_6,pass,39
2024-11-30 23:17:15,Buyer_7,pass,39
2024-11-30 23:17:15,Buyer_8,pass,39
2024-11-30 23:17:15,Buyer_9,pass,39
