Timestamp,Agent,Action,Current Price
2024-11-30 21:30:21,Auctioneer,"The current bid is $0 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $0?",0
2024-11-30 21:30:21,Buyer_0,bid,0
2024-11-30 21:30:22,Buyer_1,bid,0
2024-11-30 21:30:22,Buyer_2,bid,0
2024-11-30 21:30:23,Buyer_3,bid,0
2024-11-30 21:30:23,Buyer_4,bid,0
2024-11-30 21:30:24,Buyer_5,bid,0
2024-11-30 21:30:24,Buyer_6,bid,0
2024-11-30 21:30:25,Buyer_7,bid,0
2024-11-30 21:30:26,Buyer_8,bid,0
2024-11-30 21:30:26,Buyer_9,bid,0
2024-11-30 21:30:26,Auctioneer,"The current bid is $1 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $1?",1
2024-11-30 21:30:27,Buyer_0,pass,1
2024-11-30 21:30:27,Buyer_1,bid,1
2024-11-30 21:30:28,Buyer_2,bid,1
2024-11-30 21:30:28,Buyer_3,pass,1
2024-11-30 21:30:29,Buyer_4,pass,1
2024-11-30 21:30:29,Buyer_5,pass,1
2024-11-30 21:30:30,Buyer_6,bid,1
2024-11-30 21:30:30,Buyer_7,bid,1
2024-11-30 21:30:31,Buyer_8,pass,1
2024-11-30 21:30:31,Buyer_9,pass,1
2024-11-30 21:30:31,Auctioneer,"The current bid is $2 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $2?",2
2024-11-30 21:30:32,Buyer_0,pass,2
2024-11-30 21:30:32,Buyer_1,bid,2
2024-11-30 21:30:33,Buyer_2,bid,2
2024-11-30 21:30:34,Buyer_3,pass,2
2024-11-30 21:30:34,Buyer_4,pass,2
2024-11-30 21:30:35,Buyer_5,pass,2
2024-11-30 21:30:35,Buyer_6,bid,2
2024-11-30 21:30:36,Buyer_7,bid,2
2024-11-30 21:30:36,Buyer_8,pass,2
2024-11-30 21:30:37,Buyer_9,pass,2
2024-11-30 21:30:37,Auctioneer,"The current bid is $3 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $3?",3
2024-11-30 21:30:37,Buyer_0,pass,3
2024-11-30 21:30:38,Buyer_1,bid,3
2024-11-30 21:30:38,Buyer_2,bid,3
2024-11-30 21:30:39,Buyer_3,pass,3
2024-11-30 21:30:39,Buyer_4,pass,3
2024-11-30 21:30:40,Buyer_5,pass,3
2024-11-30 21:30:40,Buyer_6,bid,3
2024-11-30 21:30:41,Buyer_7,bid,3
2024-11-30 21:30:41,Buyer_8,pass,3
2024-11-30 21:30:42,Buyer_9,pass,3
2024-11-30 21:30:42,Auctioneer,"The current bid is $4 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $4?",4
2024-11-30 21:30:42,Buyer_0,pass,4
2024-11-30 21:30:43,Buyer_1,bid,4
2024-11-30 21:30:43,Buyer_2,bid,4
2024-11-30 21:30:44,Buyer_3,pass,4
2024-11-30 21:30:45,Buyer_4,pass,4
2024-11-30 21:30:45,Buyer_5,pass,4
2024-11-30 21:30:46,Buyer_6,bid,4
2024-11-30 21:30:46,Buyer_7,bid,4
2024-11-30 21:30:47,Buyer_8,pass,4
2024-11-30 21:30:47,Buyer_9,pass,4
2024-11-30 21:30:47,Auctioneer,"The current bid is $5 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $5?",5
2024-11-30 21:30:48,Buyer_0,pass,5
2024-11-30 21:30:48,Buyer_1,bid,5
2024-11-30 21:30:49,Buyer_2,bid,5
2024-11-30 21:30:49,Buyer_3,pass,5
2024-11-30 21:30:50,Buyer_4,pass,5
2024-11-30 21:30:50,Buyer_5,pass,5
2024-11-30 21:30:51,Buyer_6,bid,5
2024-11-30 21:30:51,Buyer_7,bid,5
2024-11-30 21:30:52,Buyer_8,pass,5
2024-11-30 21:30:52,Buyer_9,pass,5
2024-11-30 21:30:52,Auctioneer,"The current bid is $6 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $6?",6
2024-11-30 21:30:53,Buyer_0,pass,6
2024-11-30 21:30:53,Buyer_1,bid,6
2024-11-30 21:30:54,Buyer_2,bid,6
2024-11-30 21:30:54,Buyer_3,pass,6
2024-11-30 21:30:55,Buyer_4,pass,6
2024-11-30 21:30:55,Buyer_5,pass,6
2024-11-30 21:30:56,Buyer_6,bid,6
2024-11-30 21:30:57,Buyer_7,bid,6
2024-11-30 21:30:57,Buyer_8,pass,6
2024-11-30 21:30:58,Buyer_9,pass,6
2024-11-30 21:30:58,Auctioneer,"The current bid is $7 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $7?",7
2024-11-30 21:30:58,Buyer_0,pass,7
2024-11-30 21:30:59,Buyer_1,bid,7
2024-11-30 21:30:59,Buyer_2,bid,7
2024-11-30 21:31:00,Buyer_3,pass,7
2024-11-30 21:31:00,Buyer_4,pass,7
2024-11-30 21:31:01,Buyer_5,pass,7
