Timestamp,Agent,Action,Current Price
2024-11-30 21:12:09,Auctioneer,"The current bid is $0 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $0?",0
2024-11-30 21:12:10,Buyer_0,bid,0
2024-11-30 21:12:10,Buyer_1,bid,0
2024-11-30 21:12:10,Buyer_2,bid,0
2024-11-30 21:12:10,Buyer_3,bid,0
2024-11-30 21:12:11,Buyer_4,bid,0
2024-11-30 21:12:11,Buyer_5,bid,0
2024-11-30 21:12:11,Buyer_6,bid,0
2024-11-30 21:12:12,Buyer_7,bid,0
2024-11-30 21:12:12,Buyer_8,bid,0
2024-11-30 21:12:12,Buyer_9,bid,0
2024-11-30 21:12:12,Auctioneer,"The current bid is $1 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $1?",1
2024-11-30 21:12:13,Buyer_0,bid,1
2024-11-30 21:12:13,Buyer_1,bid,1
2024-11-30 21:12:13,Buyer_2,bid,1
2024-11-30 21:12:14,Buyer_3,bid,1
2024-11-30 21:12:14,Buyer_4,bid,1
2024-11-30 21:12:14,Buyer_5,bid,1
2024-11-30 21:12:14,Buyer_6,bid,1
2024-11-30 21:12:15,Buyer_7,bid,1
2024-11-30 21:12:15,Buyer_8,bid,1
2024-11-30 21:12:15,Buyer_9,bid,1
2024-11-30 21:12:15,Auctioneer,"The current bid is $2 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $2?",2
2024-11-30 21:12:16,Buyer_0,bid,2
2024-11-30 21:12:16,Buyer_1,bid,2
2024-11-30 21:12:16,Buyer_2,bid,2
2024-11-30 21:12:16,Buyer_3,bid,2
2024-11-30 21:12:17,Buyer_4,bid,2
2024-11-30 21:12:17,Buyer_5,bid,2
2024-11-30 21:12:17,Buyer_6,bid,2
2024-11-30 21:12:17,Buyer_7,bid,2
2024-11-30 21:12:18,Buyer_8,bid,2
2024-11-30 21:12:18,Buyer_9,bid,2
