2024-11-26 12:40:34,Auctioneer,The current bid is $100. Do I hear any advance on $100?,100
2024-11-26 12:40:35,Buyer_0,bid,100
2024-11-26 12:40:36,Buyer_1,bid,100
2024-11-26 12:40:36,Buyer_2,bid,100
2024-11-26 12:40:36,Buyer_3,bid,100
2024-11-26 12:40:37,Buyer_4,bid,100
2024-11-26 12:40:37,Buyer_5,bid,100
2024-11-26 12:40:38,Buyer_6,bid,100
2024-11-26 12:40:38,Buyer_7,bid,100
2024-11-26 12:40:39,Buyer_8,bid,100
2024-11-26 12:40:39,Buyer_9,bid,100
2024-11-26 12:40:39,Auctioneer,The current bid is $110. Do I hear any advance on $110?,110
2024-11-26 12:40:40,Buyer_0,bid,110
2024-11-26 12:40:40,Buyer_1,bid,110
2024-11-26 12:40:40,Buyer_2,bid,110
2024-11-26 12:40:41,Buyer_3,bid,110
2024-11-26 12:40:41,Buyer_4,pass,110
2024-11-26 12:40:42,Buyer_5,pass,110
2024-11-26 12:40:42,Buyer_6,pass,110
2024-11-26 12:40:43,Buyer_7,bid,110
2024-11-26 12:40:43,Buyer_8,pass,110
2024-11-26 12:40:43,Buyer_9,bid,110
2024-11-26 12:40:43,Auctioneer,The current bid is $120. Do I hear any advance on $120?,120
2024-11-26 12:40:44,Buyer_0,bid,120
2024-11-26 12:40:44,Buyer_1,bid,120
2024-11-26 12:40:45,Buyer_2,pass,120
2024-11-26 12:40:45,Buyer_3,bid,120
2024-11-26 12:40:45,Buyer_4,pass,120
2024-11-26 12:40:46,Buyer_5,pass,120
2024-11-26 12:40:46,Buyer_6,pass,120
2024-11-26 12:40:47,Buyer_7,pass,120
2024-11-26 12:40:47,Buyer_8,pass,120
2024-11-26 12:40:47,Buyer_9,bid,120
2024-11-26 12:40:47,Auctioneer,The current bid is $130. Do I hear any advance on $130?,130
2024-11-26 12:40:48,Buyer_0,pass,130
2024-11-26 12:46:43,Buyer_1,pass,130
2024-11-26 12:46:44,Buyer_2,pass,130
2024-11-26 12:46:44,Buyer_3,pass,130
2024-11-26 13:11:45,Auctioneer,The current bid is $100. Do I hear any advance on $100?,100
2024-11-26 13:11:46,Buyer_0,bid,100
2024-11-26 13:11:46,Buyer_1,bid,100
2024-11-26 13:11:46,Buyer_2,bid,100
2024-11-26 13:11:47,Buyer_3,bid,100
2024-11-26 13:11:47,Buyer_4,bid,100
2024-11-26 13:11:48,Buyer_5,bid,100
2024-11-26 13:11:48,Buyer_6,bid,100
2024-11-26 13:11:48,Buyer_7,bid,100
2024-11-26 13:11:49,Buyer_8,bid,100
2024-11-26 13:11:49,Buyer_9,bid,100
2024-11-26 13:11:49,Auctioneer,The current bid is $110. Do I hear any advance on $110?,110
2024-11-26 13:11:50,Buyer_0,bid,110
2024-11-26 13:11:51,Buyer_1,bid,110
2024-11-26 13:11:51,Buyer_2,pass,110
2024-11-26 13:11:51,Buyer_3,pass,110
2024-11-26 13:11:52,Buyer_4,bid,110
2024-11-26 13:11:52,Buyer_5,bid,110
2024-11-26 13:11:53,Buyer_6,pass,110
2024-11-26 13:11:53,Buyer_7,bid,110
2024-11-26 13:11:54,Buyer_8,bid,110
2024-11-26 13:11:54,Buyer_9,bid,110
2024-11-26 13:11:54,Auctioneer,The current bid is $120. Do I hear any advance on $120?,120
2024-11-26 13:11:55,Buyer_0,bid,120
2024-11-26 13:11:55,Buyer_1,pass,120
2024-11-26 13:11:55,Buyer_2,pass,120
2024-11-26 13:11:56,Buyer_3,pass,120
2024-11-26 13:11:56,Buyer_4,pass,120
2024-11-26 13:11:57,Buyer_5,pass,120
2024-11-26 13:11:57,Buyer_6,pass,120
2024-11-26 13:12:01,Buyer_7,pass,120
2024-11-26 13:12:01,Buyer_8,pass,120
2024-11-26 13:12:02,Buyer_9,pass,120
2024-11-26 13:12:02,Auctioneer,Buyer_0 pays $120,120
2024-11-26 13:12:02,Auctioneer,Buyer_1 pays $110,120
2024-11-26 13:12:02,Auctioneer,Buyer_2 pays $100,120
2024-11-26 13:12:02,Auctioneer,Buyer_3 pays $100,120
2024-11-26 13:12:02,Auctioneer,Buyer_4 pays $110,120
2024-11-26 13:12:02,Auctioneer,Buyer_5 pays $110,120
2024-11-26 13:12:02,Auctioneer,Buyer_6 pays $100,120
2024-11-26 13:12:02,Auctioneer,Buyer_7 pays $110,120
2024-11-26 13:12:02,Auctioneer,Buyer_8 pays $110,120
2024-11-26 13:12:02,Auctioneer,Buyer_9 pays $110,120
2024-11-26 13:13:45,Auctioneer,The current bid is $50. Do I hear any advance on $50?,50
2024-11-26 13:13:46,Buyer_0,bid,50
2024-11-26 13:13:46,Buyer_1,bid,50
2024-11-26 13:13:47,Buyer_2,bid,50
2024-11-26 13:13:47,Buyer_3,bid,50
2024-11-26 13:13:48,Buyer_4,bid,50
2024-11-26 13:13:48,Buyer_5,bid,50
2024-11-26 13:13:49,Buyer_6,bid,50
2024-11-26 13:13:49,Buyer_7,bid,50
2024-11-26 13:13:50,Buyer_8,bid,50
2024-11-26 13:13:50,Buyer_9,bid,50
2024-11-26 13:13:50,Auctioneer,The current bid is $60. Do I hear any advance on $60?,60
2024-11-26 13:13:51,Buyer_0,bid,60
2024-11-26 13:13:51,Buyer_1,pass,60
2024-11-26 13:13:52,Buyer_2,pass,60
2024-11-26 13:13:52,Buyer_3,pass,60
2024-11-26 13:13:53,Buyer_4,pass,60
2024-11-26 13:13:53,Buyer_5,bid,60
2024-11-26 13:13:53,Buyer_6,bid,60
2024-11-26 13:13:54,Buyer_7,pass,60
2024-11-26 13:13:54,Buyer_8,bid,60
2024-11-26 13:13:55,Buyer_9,bid,60
2024-11-26 13:13:55,Auctioneer,The current bid is $70. Do I hear any advance on $70?,70
2024-11-26 13:13:55,Buyer_0,pass,70
2024-11-26 13:13:56,Buyer_1,pass,70
2024-11-26 13:13:56,Buyer_2,pass,70
2024-11-26 13:13:57,Buyer_3,pass,70
2024-11-26 13:13:57,Buyer_4,pass,70
2024-11-26 13:13:57,Buyer_5,pass,70
2024-11-26 13:13:58,Buyer_6,pass,70
2024-11-26 13:13:59,Buyer_7,pass,70
2024-11-26 13:13:59,Buyer_8,pass,70
2024-11-26 13:14:01,Buyer_9,pass,70
2024-11-26 13:14:01,Auctioneer,Buyer_0 pays $60,70
2024-11-26 13:14:01,Auctioneer,Buyer_1 pays $50,70
2024-11-26 13:14:01,Auctioneer,Buyer_2 pays $50,70
2024-11-26 13:14:01,Auctioneer,Buyer_3 pays $50,70
2024-11-26 13:14:01,Auctioneer,Buyer_4 pays $50,70
2024-11-26 13:14:01,Auctioneer,Buyer_5 pays $60,70
2024-11-26 13:14:01,Auctioneer,Buyer_6 pays $60,70
2024-11-26 13:14:01,Auctioneer,Buyer_7 pays $50,70
2024-11-26 13:14:01,Auctioneer,Buyer_8 pays $60,70
2024-11-26 13:14:01,Auctioneer,Buyer_9 pays $60,70
2024-11-26 13:26:32,Auctioneer,The current bid is $15. Do I hear any advance on $15?,15
2024-11-26 13:26:33,Buyer_0,bid,15
2024-11-26 13:26:33,Buyer_1,bid,15
2024-11-26 13:26:34,Buyer_2,bid,15
2024-11-26 13:26:34,Buyer_3,bid,15
2024-11-26 13:26:35,Buyer_4,bid,15
2024-11-26 13:26:35,Buyer_5,bid,15
2024-11-26 13:26:35,Buyer_6,bid,15
2024-11-26 13:26:36,Buyer_7,bid,15
2024-11-26 13:26:36,Buyer_8,bid,15
2024-11-26 13:26:37,Buyer_9,bid,15
2024-11-26 13:26:37,Auctioneer,The current bid is $25. Do I hear any advance on $25?,25
2024-11-26 13:26:37,Buyer_0,pass,25
2024-11-26 13:26:38,Buyer_1,bid,25
2024-11-26 13:26:38,Buyer_2,pass,25
2024-11-26 13:26:39,Buyer_3,pass,25
2024-11-26 13:26:40,Buyer_4,pass,25
2024-11-26 13:26:40,Buyer_5,pass,25
2024-11-26 13:26:41,Buyer_6,bid,25
2024-11-26 13:26:41,Buyer_7,pass,25
2024-11-26 13:26:41,Buyer_8,pass,25
2024-11-26 13:26:42,Buyer_9,bid,25
2024-11-26 13:26:42,Auctioneer,The current bid is $35. Do I hear any advance on $35?,35
2024-11-26 13:26:48,Buyer_0,pass,35
2024-11-26 13:26:49,Buyer_1,pass,35
2024-11-26 13:26:49,Buyer_2,pass,35
2024-11-26 13:26:50,Buyer_3,pass,35
2024-11-26 13:26:50,Buyer_4,pass,35
2024-11-26 13:26:51,Buyer_5,pass,35
2024-11-26 13:26:51,Buyer_6,pass,35
2024-11-26 13:26:52,Buyer_7,pass,35
2024-11-26 13:26:52,Buyer_8,pass,35
2024-11-26 13:26:52,Buyer_9,pass,35
2024-11-26 13:26:52,Auctioneer,Buyer_0 pays $15,35
2024-11-26 13:26:52,Auctioneer,Buyer_1 pays $25,35
2024-11-26 13:26:52,Auctioneer,Buyer_2 pays $15,35
2024-11-26 13:26:52,Auctioneer,Buyer_3 pays $15,35
2024-11-26 13:26:52,Auctioneer,Buyer_4 pays $15,35
2024-11-26 13:26:52,Auctioneer,Buyer_5 pays $15,35
2024-11-26 13:26:52,Auctioneer,Buyer_6 pays $25,35
2024-11-26 13:26:52,Auctioneer,Buyer_7 pays $15,35
2024-11-26 13:26:52,Auctioneer,Buyer_8 pays $15,35
2024-11-26 13:26:52,Auctioneer,Buyer_9 pays $25,35
2024-11-26 13:31:46,Auctioneer,The current bid is $15. Do I hear any advance on $15?,15
2024-11-26 13:31:47,Buyer_0,bid,15
2024-11-26 13:31:47,Buyer_1,bid,15
2024-11-26 13:31:48,Buyer_2,bid,15
2024-11-26 13:31:48,Buyer_3,bid,15
2024-11-26 13:31:49,Buyer_4,bid,15
2024-11-26 13:31:49,Buyer_5,bid,15
2024-11-26 13:31:50,Buyer_6,bid,15
2024-11-26 13:31:50,Buyer_7,bid,15
2024-11-26 13:31:50,Buyer_8,bid,15
2024-11-26 13:31:51,Buyer_9,bid,15
2024-11-26 13:31:51,Auctioneer,The current bid is $25. Do I hear any advance on $25?,25
2024-11-26 13:31:52,Buyer_0,bid,25
2024-11-26 13:31:52,Buyer_1,pass,25
2024-11-26 13:31:53,Buyer_2,bid,25
2024-11-26 13:31:53,Buyer_3,pass,25
2024-11-26 13:31:54,Buyer_4,bid,25
2024-11-26 13:31:54,Buyer_5,pass,25
2024-11-26 13:31:54,Buyer_6,pass,25
2024-11-26 13:31:55,Buyer_7,bid,25
2024-11-26 13:31:55,Buyer_8,bid,25
2024-11-26 13:31:56,Buyer_9,bid,25
2024-11-26 13:31:56,Auctioneer,The current bid is $35. Do I hear any advance on $35?,35
2024-11-26 13:31:57,Buyer_0,bid,35
2024-11-26 13:31:58,Buyer_1,pass,35
2024-11-26 13:31:59,Buyer_2,pass,35
2024-11-26 13:31:59,Buyer_3,bid,35
2024-11-26 13:32:00,Buyer_4,pass,35
2024-11-26 13:32:00,Buyer_5,pass,35
2024-11-26 13:32:01,Buyer_6,pass,35
2024-11-26 13:32:01,Buyer_7,bid,35
2024-11-26 13:32:02,Buyer_8,pass,35
2024-11-26 13:32:02,Buyer_9,bid,35
2024-11-26 13:32:02,Auctioneer,The current bid is $45. Do I hear any advance on $45?,45
2024-11-26 13:32:03,Buyer_0,pass,45
2024-11-26 13:32:04,Buyer_1,pass,45
2024-11-26 13:32:04,Buyer_2,pass,45
2024-11-26 13:32:05,Buyer_3,pass,45
2024-11-26 13:32:05,Buyer_4,pass,45
2024-11-26 13:32:05,Buyer_5,pass,45
2024-11-26 13:32:06,Buyer_6,pass,45
2024-11-26 13:32:06,Buyer_7,pass,45
2024-11-26 13:32:07,Buyer_8,pass,45
2024-11-26 13:32:07,Buyer_9,pass,45
2024-11-26 13:32:07,Auctioneer,Buyer_0 pays $35,45
2024-11-26 13:32:07,Auctioneer,Buyer_1 pays $15,45
2024-11-26 13:32:07,Auctioneer,Buyer_2 pays $25,45
2024-11-26 13:32:07,Auctioneer,Buyer_3 pays $35,45
2024-11-26 13:32:07,Auctioneer,Buyer_4 pays $25,45
2024-11-26 13:32:07,Auctioneer,Buyer_5 pays $15,45
2024-11-26 13:32:07,Auctioneer,Buyer_6 pays $15,45
2024-11-26 13:32:07,Auctioneer,Buyer_7 pays $35,45
2024-11-26 13:32:07,Auctioneer,Buyer_8 pays $25,45
2024-11-26 13:32:07,Auctioneer,Buyer_9 pays $35,45
2024-11-26 13:43:26,Auctioneer,"The current bid is $70 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $70?",70
2024-11-26 13:43:26,Buyer_0,bid,70
2024-11-26 13:43:27,Buyer_1,bid,70
2024-11-26 13:43:27,Buyer_2,bid,70
2024-11-26 13:43:28,Buyer_3,bid,70
2024-11-26 13:43:28,Buyer_4,bid,70
2024-11-26 13:43:28,Buyer_5,bid,70
2024-11-26 13:43:29,Buyer_6,bid,70
2024-11-26 13:43:30,Buyer_7,bid,70
2024-11-26 13:43:30,Buyer_8,bid,70
2024-11-26 13:43:30,Buyer_9,bid,70
2024-11-26 13:43:30,Auctioneer,"The current bid is $80 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $80?",80
2024-11-26 13:43:31,Buyer_0,bid,80
2024-11-26 13:43:31,Buyer_1,pass,80
2024-11-26 13:43:32,Buyer_2,pass,80
2024-11-26 13:43:32,Buyer_3,bid,80
2024-11-26 13:43:33,Buyer_4,bid,80
2024-11-26 13:43:33,Buyer_5,bid,80
2024-11-26 13:43:34,Buyer_6,pass,80
2024-11-26 13:43:34,Buyer_7,pass,80
2024-11-26 13:43:35,Buyer_8,pass,80
2024-11-26 13:43:35,Buyer_9,bid,80
2024-11-26 13:43:35,Auctioneer,"The current bid is $90 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $90?",90
2024-11-26 13:43:35,Buyer_0,pass,90
2024-11-26 13:43:36,Buyer_1,pass,90
2024-11-26 13:43:36,Buyer_2,pass,90
2024-11-26 13:43:36,Buyer_3,pass,90
2024-11-26 13:43:37,Buyer_4,bid,90
2024-11-26 13:43:37,Buyer_5,bid,90
2024-11-26 13:43:38,Buyer_6,pass,90
2024-11-26 13:43:38,Buyer_7,pass,90
2024-11-26 13:43:39,Buyer_8,pass,90
2024-11-26 13:43:39,Buyer_9,pass,90
2024-11-26 13:43:39,Auctioneer,"The current bid is $100 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $100?",100
2024-11-26 13:43:41,Buyer_0,pass,100
2024-11-26 13:43:42,Buyer_1,pass,100
2024-11-26 13:43:42,Buyer_2,pass,100
2024-11-26 13:43:42,Buyer_3,pass,100
2024-11-26 13:43:43,Buyer_4,bid,100
2024-11-26 13:43:43,Buyer_5,pass,100
2024-11-26 13:43:44,Buyer_6,pass,100
2024-11-26 13:43:44,Buyer_7,pass,100
2024-11-26 13:43:44,Buyer_8,pass,100
2024-11-26 13:43:45,Buyer_9,pass,100
2024-11-26 13:43:45,Auctioneer,Buyer_0 pays $80,100
2024-11-26 13:43:45,Auctioneer,Buyer_1 pays $70,100
2024-11-26 13:43:45,Auctioneer,Buyer_2 pays $70,100
2024-11-26 13:43:45,Auctioneer,Buyer_3 pays $80,100
2024-11-26 13:43:45,Auctioneer,Buyer_4 pays $100,100
2024-11-26 13:43:45,Auctioneer,Buyer_5 pays $90,100
2024-11-26 13:43:45,Auctioneer,Buyer_6 pays $70,100
2024-11-26 13:43:45,Auctioneer,Buyer_7 pays $70,100
2024-11-26 13:43:45,Auctioneer,Buyer_8 pays $70,100
2024-11-26 13:43:45,Auctioneer,Buyer_9 pays $80,100
2024-11-26 13:44:09,Auctioneer,"The current bid is $50 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $50?",50
2024-11-26 13:44:11,Buyer_0,bid,50
2024-11-26 13:44:11,Buyer_1,bid,50
2024-11-26 13:44:11,Buyer_2,bid,50
2024-11-26 13:44:12,Buyer_3,bid,50
2024-11-26 13:44:12,Buyer_4,bid,50
2024-11-26 13:44:13,Buyer_5,bid,50
2024-11-26 13:44:13,Buyer_6,bid,50
2024-11-26 13:44:14,Buyer_7,bid,50
2024-11-26 13:44:14,Buyer_8,bid,50
2024-11-26 13:44:14,Buyer_9,bid,50
2024-11-26 13:44:14,Auctioneer,"The current bid is $55 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $55?",55
2024-11-26 13:44:17,Buyer_0,bid,55
2024-11-26 13:44:17,Buyer_1,bid,55
2024-11-26 13:44:18,Buyer_2,pass,55
2024-11-26 13:44:18,Buyer_3,bid,55
2024-11-26 13:44:19,Buyer_4,bid,55
2024-11-26 13:44:19,Buyer_5,bid,55
2024-11-26 13:44:19,Buyer_6,bid,55
2024-11-26 13:44:20,Buyer_7,bid,55
2024-11-26 13:44:20,Buyer_8,bid,55
2024-11-26 13:44:21,Buyer_9,bid,55
2024-11-26 13:44:21,Auctioneer,"The current bid is $60 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $60?",60
2024-11-26 13:44:21,Buyer_0,pass,60
2024-11-26 13:44:22,Buyer_1,pass,60
2024-11-26 13:44:22,Buyer_2,pass,60
2024-11-26 13:44:23,Buyer_3,pass,60
2024-11-26 13:44:23,Buyer_4,pass,60
2024-11-26 13:44:23,Buyer_5,bid,60
2024-11-26 13:44:24,Buyer_6,pass,60
2024-11-26 13:44:24,Buyer_7,bid,60
2024-11-26 13:44:25,Buyer_8,pass,60
2024-11-26 13:44:26,Buyer_9,bid,60
2024-11-26 13:44:26,Auctioneer,"The current bid is $65 for Lightly played Charizard Pokemon Go Card, valued at $1200 on TCGPlayer. Do I hear any advance on $65?",65
