Timestamp,Agent,Action,Current Price
2024-11-30 23:32:48,Auctioneer,"The current bid is $42 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $42?",42
2024-11-30 23:32:49,Buyer_0,pass,42
2024-11-30 23:32:49,Buyer_1,pass,42
2024-11-30 23:32:49,Buyer_2,pass,42
2024-11-30 23:32:49,Buyer_3,pass,42
2024-11-30 23:32:50,Buyer_4,pass,42
2024-11-30 23:32:50,Buyer_5,pass,42
2024-11-30 23:32:51,Buyer_6,pass,42
2024-11-30 23:32:52,Buyer_7,pass,42
2024-11-30 23:32:52,Buyer_8,pass,42
2024-11-30 23:32:52,Buyer_9,pass,42
2024-11-30 23:32:52,Auctioneer,"The current bid is $41 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $41?",41
2024-11-30 23:32:53,Buyer_0,pass,41
2024-11-30 23:32:54,Buyer_1,pass,41
2024-11-30 23:32:54,Buyer_2,pass,41
2024-11-30 23:32:54,Buyer_3,pass,41
2024-11-30 23:32:55,Buyer_4,pass,41
2024-11-30 23:32:55,Buyer_5,pass,41
2024-11-30 23:32:55,Buyer_6,pass,41
2024-11-30 23:32:55,Buyer_7,pass,41
2024-11-30 23:32:56,Buyer_8,pass,41
2024-11-30 23:32:56,Buyer_9,pass,41
2024-11-30 23:32:56,Auctioneer,"The current bid is $40 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $40?",40
2024-11-30 23:32:56,Buyer_0,pass,40
2024-11-30 23:32:56,Buyer_1,pass,40
2024-11-30 23:32:57,Buyer_2,pass,40
2024-11-30 23:32:57,Buyer_3,pass,40
2024-11-30 23:32:57,Buyer_4,pass,40
2024-11-30 23:32:58,Buyer_5,pass,40
2024-11-30 23:32:58,Buyer_6,pass,40
2024-11-30 23:32:58,Buyer_7,pass,40
2024-11-30 23:32:59,Buyer_8,pass,40
2024-11-30 23:32:59,Buyer_9,bid,40
2024-11-30 23:32:59,Auctioneer,Sold to Buyer_9 for $40!,40
2024-11-30 23:32:59,Auctioneer,"The current bid is $42 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $42?",42
2024-11-30 23:33:00,Buyer_0,pass,42
2024-11-30 23:33:00,Buyer_1,pass,42
2024-11-30 23:33:00,Buyer_2,pass,42
2024-11-30 23:33:01,Buyer_3,pass,42
2024-11-30 23:33:01,Buyer_4,pass,42
2024-11-30 23:33:01,Buyer_5,pass,42
2024-11-30 23:33:02,Buyer_6,pass,42
2024-11-30 23:33:02,Buyer_7,pass,42
2024-11-30 23:33:02,Buyer_8,pass,42
2024-11-30 23:33:03,Buyer_9,pass,42
2024-11-30 23:33:03,Auctioneer,"The current bid is $41 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $41?",41
2024-11-30 23:33:03,Buyer_0,pass,41
2024-11-30 23:33:03,Buyer_1,pass,41
2024-11-30 23:33:04,Buyer_2,pass,41
2024-11-30 23:33:04,Buyer_3,pass,41
2024-11-30 23:33:05,Buyer_4,pass,41
2024-11-30 23:33:05,Buyer_5,pass,41
2024-11-30 23:33:05,Buyer_6,pass,41
2024-11-30 23:33:06,Buyer_7,pass,41
2024-11-30 23:33:06,Buyer_8,pass,41
2024-11-30 23:33:06,Buyer_9,pass,41
2024-11-30 23:33:06,Auctioneer,"The current bid is $40 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $40?",40
2024-11-30 23:33:07,Buyer_0,pass,40
2024-11-30 23:33:07,Buyer_1,pass,40
2024-11-30 23:33:07,Buyer_2,pass,40
2024-11-30 23:33:07,Buyer_3,pass,40
2024-11-30 23:33:08,Buyer_4,pass,40
2024-11-30 23:33:08,Buyer_5,pass,40
2024-11-30 23:33:08,Buyer_6,pass,40
2024-11-30 23:33:09,Buyer_7,pass,40
2024-11-30 23:33:09,Buyer_8,pass,40
2024-11-30 23:33:09,Buyer_9,bid,40
2024-11-30 23:33:09,Auctioneer,Sold to Buyer_9 for $40!,40
2024-11-30 23:33:09,Auctioneer,"The current bid is $42 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $42?",42
2024-11-30 23:33:10,Buyer_0,pass,42
2024-11-30 23:33:11,Buyer_1,pass,42
2024-11-30 23:33:11,Buyer_2,pass,42
2024-11-30 23:33:11,Buyer_3,pass,42
2024-11-30 23:33:12,Buyer_4,pass,42
2024-11-30 23:33:12,Buyer_5,pass,42
2024-11-30 23:33:12,Buyer_6,pass,42
2024-11-30 23:33:13,Buyer_7,pass,42
2024-11-30 23:33:14,Buyer_8,pass,42
2024-11-30 23:33:14,Buyer_9,pass,42
2024-11-30 23:33:14,Auctioneer,"The current bid is $41 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $41?",41
2024-11-30 23:33:14,Buyer_0,pass,41
2024-11-30 23:33:15,Buyer_1,pass,41
2024-11-30 23:33:15,Buyer_2,pass,41
2024-11-30 23:33:15,Buyer_3,pass,41
2024-11-30 23:33:16,Buyer_4,pass,41
2024-11-30 23:33:16,Buyer_5,pass,41
2024-11-30 23:33:16,Buyer_6,pass,41
2024-11-30 23:33:16,Buyer_7,pass,41
2024-11-30 23:33:17,Buyer_8,pass,41
2024-11-30 23:33:17,Buyer_9,pass,41
2024-11-30 23:33:17,Auctioneer,"The current bid is $40 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $40?",40
2024-11-30 23:33:18,Buyer_0,pass,40
2024-11-30 23:33:18,Buyer_1,pass,40
2024-11-30 23:33:19,Buyer_2,pass,40
2024-11-30 23:33:19,Buyer_3,pass,40
2024-11-30 23:33:20,Buyer_4,pass,40
2024-11-30 23:33:20,Buyer_5,pass,40
2024-11-30 23:33:21,Buyer_6,pass,40
2024-11-30 23:33:21,Buyer_7,pass,40
2024-11-30 23:33:22,Buyer_8,pass,40
2024-11-30 23:33:22,Buyer_9,bid,40
2024-11-30 23:33:22,Auctioneer,Sold to Buyer_9 for $40!,40
2024-11-30 23:33:22,Auctioneer,"The current bid is $42 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $42?",42
2024-11-30 23:33:23,Buyer_0,pass,42
2024-11-30 23:33:23,Buyer_1,pass,42
2024-11-30 23:33:23,Buyer_2,pass,42
2024-11-30 23:33:24,Buyer_3,pass,42
2024-11-30 23:33:24,Buyer_4,pass,42
2024-11-30 23:33:24,Buyer_5,pass,42
2024-11-30 23:33:24,Buyer_6,pass,42
2024-11-30 23:33:25,Buyer_7,pass,42
2024-11-30 23:33:25,Buyer_8,pass,42
2024-11-30 23:33:26,Buyer_9,pass,42
2024-11-30 23:33:26,Auctioneer,"The current bid is $41 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $41?",41
2024-11-30 23:33:26,Buyer_0,pass,41
2024-11-30 23:33:26,Buyer_1,pass,41
2024-11-30 23:33:27,Buyer_2,pass,41
2024-11-30 23:33:27,Buyer_3,pass,41
2024-11-30 23:33:28,Buyer_4,pass,41
2024-11-30 23:33:28,Buyer_5,pass,41
2024-11-30 23:33:28,Buyer_6,pass,41
2024-11-30 23:33:29,Buyer_7,pass,41
2024-11-30 23:33:29,Buyer_8,pass,41
2024-11-30 23:33:29,Buyer_9,pass,41
